City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
71,Upernavik,GL,2022-12-08 01:31:34,72.7868,-56.1549,269.06,72,100,7.89
72,Puerto Ayora,EC,2022-12-08 01:27:00,-0.7393,-90.3518,294.57,94,16,1.34
73,Dasoguz,TM,2022-12-08 01:31:34,41.8363,59.9666,260.12,72,0,3.09
74,Sava,IT,2022-12-08 01:31:35,40.4034,17.5584,284.51,85,16,1.16
75,Jesenik,CZ,2022-12-08 01:27:20,50.2294,17.2046,275.19,87,93,2.62
76,Puerto Asis,CO,2022-12-08 01:31:35,0.5133,-76.5007,293.88,98,68,0.82
77,Lebu,CL,2022-12-08 01:31:36,-37.6167,-73.65,288.84,98,100,5.44
78,Shimoda,JP,2022-12-08 01:27:33,34.6667,138.95,288.35,53,0,6.85
79,Pevek,RU,2022-12-08 01:31:36,69.7008,170.3133,249.58,97,95,0.9
80,Nguruka,TZ,2022-12-08 01:31:36,-5.1092,31.0419,290.62,92,41,1.33
81,Vila Velha,BR,2022-12-08 01:27:09,-20.3297,-40.2925,295.34,96,75,4.12
82,Road Town,VG,2022-12-08 01:31:37,18.4167,-64.6167,299.2,69,40,5.14
83,Codrington,AU,2022-12-08 01:31:37,-38.2667,141.9667,287.58,50,25,7.78
84,Albany,US,2022-12-08 01:27:11,42.6001,-73.9662,285.14,87,100,1.79
85,Whitehorse,CA,2022-12-08 01:31:38,60.7161,-135.0538,271.58,86,75,6.17
86,Coquimbo,CL,2022-12-08 01:31:38,-29.9533,-71.3436,289.0,94,0,4.12
87,Thompson,CA,2022-12-08 01:31:39,55.7435,-97.8558,247.24,76,100,2.57
88,Port Said,EG,2022-12-08 01:32:39,31.2565,32.2841,289.14,88,20,1.03
89,Ancud,CL,2022-12-08 01:32:40,-41.8697,-73.8203,286.84,89,100,9.26
90,Georgetown,MY,2022-12-08 01:31:53,5.4112,100.3354,301.42,80,20,3.13
91,Rocky Mountain House,CA,2022-12-08 01:30:14,52.3668,-114.9188,267.21,79,58,0.51
92,Salalah,OM,2022-12-08 01:29:49,17.0151,54.0924,297.2,73,20,2.57
93,Marsa Matruh,EG,2022-12-08 01:32:41,31.3525,27.2453,287.26,54,0,4.63
94,Ahipara,NZ,2022-12-08 01:32:41,-35.1667,173.1667,290.34,82,100,6.51
95,Cockburn Town,TC,2022-12-08 01:32:42,21.4612,-71.1419,298.73,60,0,7.98
96,Kruisfontein,ZA,2022-12-08 01:32:42,-34.0033,24.7314,293.09,78,73,2.49
97,Jeremie,HT,2022-12-08 01:32:43,18.65,-74.1167,298.34,72,44,7.13
98,Pombas,CV,2022-12-08 01:32:43,17.1503,-25.0201,294.03,78,13,3.08
99,Cidreira,BR,2022-12-08 01:32:43,-30.1811,-50.2056,294.19,92,5,4.26
100,Saldanha,ZA,2022-12-08 01:32:44,-33.0117,17.9442,289.18,91,35,3.94
101,Bambous Virieux,MU,2022-12-08 01:32:44,-20.3428,57.7575,298.29,83,75,5.66
102,Dikson,RU,2022-12-08 01:32:44,73.5069,80.5464,247.6,97,98,8.28
103,Sitka,US,2022-12-08 01:32:45,57.0531,-135.33,280.09,70,100,5.14
104,Cape Town,ZA,2022-12-08 01:29:55,-33.9258,18.4232,293.92,73,0,4.92
105,Hilo,US,2022-12-08 01:29:24,19.7297,-155.09,299.0,82,75,0.45
106,San Quintin,MX,2022-12-08 01:32:45,30.4833,-115.95,287.61,68,0,5.85
107,Yairipok,IN,2022-12-08 01:32:46,24.6667,94.0667,288.77,76,100,0.32
108,Andrelandia,BR,2022-12-08 01:32:46,-21.7397,-44.3092,289.71,99,39,1.16
109,Longyearbyen,SJ,2022-12-08 01:32:46,78.2186,15.6401,268.06,63,75,7.72
110,Bilibino,RU,2022-12-08 01:32:47,68.0546,166.4372,239.03,97,18,2.13
111,Haldibari,IN,2022-12-08 01:32:47,26.3333,88.7667,291.66,65,3,1.55
112,Fort Frances,CA,2022-12-08 01:32:47,48.5999,-93.4003,253.18,78,0,1.54
113,Comodoro Rivadavia,AR,2022-12-08 01:29:53,-45.8667,-67.5,286.07,76,20,2.06
114,Tebingtinggi,ID,2022-12-08 01:32:48,3.3285,99.1625,298.5,89,100,2.89
115,Ulladulla,AU,2022-12-08 01:32:48,-35.35,150.4667,292.99,30,67,6.08
116,Vaini,TO,2022-12-08 01:32:49,-21.2,-175.2,303.24,74,40,2.57
117,Lorengau,PG,2022-12-08 01:32:49,-2.0226,147.2712,300.14,79,96,5.09
118,Najran,SA,2022-12-08 01:32:49,17.4924,44.1277,287.51,37,0,0.57
119,Dibulla,CO,2022-12-08 01:32:50,11.2725,-73.3091,296.4,80,2,2.94
120,Mar Del Plata,AR,2022-12-08 01:29:13,-38.0023,-57.5575,297.16,53,0,7.72
121,Hasaki,JP,2022-12-08 01:32:50,35.7333,140.8333,285.37,43,0,4.02
122,Coahuayana,MX,2022-12-08 01:32:51,18.7333,-103.6833,297.08,93,23,0.51
123,Kitimat,CA,2022-12-08 01:32:51,54.0524,-128.6534,274.36,29,100,0.84
124,Jequitinhonha,BR,2022-12-08 01:32:51,-16.4339,-41.0033,295.97,90,100,0.41
125,Carnarvon,AU,2022-12-08 01:32:52,-24.8667,113.6333,296.42,59,42,6.26
126,Beachwood,US,2022-12-08 01:32:52,41.4645,-81.5087,280.03,97,100,3.09
127,Alofi,NU,2022-12-08 01:32:52,-19.0595,-169.9187,303.09,74,99,4.63
128,Arraial Do Cabo,BR,2022-12-08 01:28:39,-22.9661,-42.0278,296.52,90,0,5.02
129,Waingapu,ID,2022-12-08 01:32:53,-9.6567,120.2641,303.35,53,63,2.58
130,Nizhniy Ingash,RU,2022-12-08 01:32:53,56.2,96.53,259.8,90,100,5.9
131,Praia,CV,2022-12-08 01:32:54,14.9215,-23.5087,296.45,78,20,3.6
132,Asuncion,PY,2022-12-08 01:32:54,-25.3007,-57.6359,303.84,62,0,2.57
133,Axim,GH,2022-12-08 01:33:54,4.8699,-2.2405,298.8,86,80,2.48
134,Takoradi,GH,2022-12-08 01:33:55,4.8845,-1.7554,298.87,88,33,2.76
135,Bartica,GY,2022-12-08 01:33:55,6.4,-58.6167,298.33,99,99,1.19
136,Bardiyah,LY,2022-12-08 01:33:55,31.7561,25.0865,290.46,58,13,4.09
137,Esperance,AU,2022-12-08 01:33:56,-33.8667,121.9,294.44,58,85,7.86
138,Sur,OM,2022-12-08 01:33:56,22.5667,59.5289,294.78,57,0,2.02
139,Ust-Nera,RU,2022-12-08 01:33:56,64.5667,143.2,237.71,97,100,1.86
140,Labuhan,ID,2022-12-08 01:33:57,-6.8844,112.2051,302.26,69,94,1.66
141,Te Horo,NZ,2022-12-08 01:33:57,-40.8084,175.1233,294.71,52,100,3.58
142,Mitu,CO,2022-12-08 01:33:58,1.1983,-70.1733,295.88,87,100,0.42
143,Talnakh,RU,2022-12-08 01:33:58,69.4865,88.3972,244.93,100,100,1.26
144,Iqaluit,CA,2022-12-08 01:29:44,63.7506,-68.5145,263.0,85,100,4.92
145,Port Alfred,ZA,2022-12-08 01:33:58,-33.5906,26.891,293.25,93,100,1.34
146,Avera,US,2022-12-08 01:33:59,33.194,-82.5271,292.34,85,92,2.42
147,Khatanga,RU,2022-12-08 01:33:59,71.9667,102.5,239.31,89,15,3.9
148,Tambura,SS,2022-12-08 01:33:59,5.6,27.4667,295.81,41,96,1.42
149,Ous,RU,2022-12-08 01:34:00,60.9058,61.5186,265.82,78,100,3.87
150,Kearney,US,2022-12-08 01:34:00,40.6995,-99.0815,267.46,86,0,2.57
151,Sunrise Manor,US,2022-12-08 01:29:24,36.2111,-115.0731,285.7,47,0,3.6
152,Galesong,ID,2022-12-08 01:34:01,-5.3166,119.3661,302.16,63,94,2.26
153,Cherskiy,RU,2022-12-08 01:34:01,68.75,161.3,239.2,99,23,1.83
154,Aswan,EG,2022-12-08 01:34:01,24.0934,32.907,286.76,44,0,2.57
155,Flinders,AU,2022-12-08 01:34:02,-34.5833,150.8552,296.03,54,4,2.24
156,College,US,2022-12-08 01:34:02,64.8569,-147.8028,267.36,92,100,2.06
157,Atasu,KZ,2022-12-08 01:34:03,48.6814,71.6433,251.26,99,100,1.21
158,Kodiak,US,2022-12-08 01:29:58,57.79,-152.4072,272.88,40,0,13.38
159,Iskateley,RU,2022-12-08 01:34:04,67.6803,53.1512,263.82,92,95,7.0
160,Kavaratti,IN,2022-12-08 01:33:51,10.5669,72.642,300.78,68,100,2.52
161,Mandal,IN,2022-12-08 01:34:04,25.45,74.5667,286.61,33,0,0.93
162,Banepa,NP,2022-12-08 01:34:05,27.6298,85.5214,279.33,93,20,1.54
163,Parati,BR,2022-12-08 01:34:05,-23.2178,-44.7131,295.46,97,59,1.21
164,Issaquah,US,2022-12-08 01:34:05,47.5301,-122.0326,280.84,81,100,3.09
165,Lompoc,US,2022-12-08 01:34:06,34.6391,-120.4579,285.25,81,0,2.06
166,Singaraja,ID,2022-12-08 01:34:06,-8.112,115.0882,302.83,64,91,0.85
167,Oksovskiy,RU,2022-12-08 01:34:07,62.6062,39.8984,264.77,82,16,4.18
168,Rawson,AR,2022-12-08 01:34:07,-43.3002,-65.1023,295.38,41,100,8.85
169,Port Elizabeth,ZA,2022-12-08 01:34:08,-33.918,25.5701,294.32,90,75,6.69
170,Bereda,ES,2022-12-08 01:34:08,43.2686,-7.5406,282.27,100,100,1.59
171,Goderich,CA,2022-12-08 01:30:55,43.7501,-81.7165,278.66,93,100,3.09
172,Oranjestad,AW,2022-12-08 01:34:09,12.524,-70.027,299.12,82,20,4.12
173,Victoria,HK,2022-12-08 01:31:01,22.2855,114.1577,293.29,78,13,4.92
174,Sechura,PE,2022-12-08 01:34:09,-5.5569,-80.8222,292.16,80,97,6.28
175,Imbituba,BR,2022-12-08 01:34:10,-28.24,-48.6703,292.4,88,13,2.79
176,Merauke,ID,2022-12-08 01:34:10,-8.4667,140.3333,302.83,61,99,3.22
177,San Patricio,US,2022-12-08 01:34:11,28.017,-97.5169,297.13,89,0,5.85
178,Vao,NC,2022-12-08 01:35:11,-22.6667,167.4833,297.95,81,78,3.57
179,Anadyr,RU,2022-12-08 01:35:12,64.75,177.4833,252.86,70,0,4.0
180,Santa Cruz,BO,2022-12-08 01:35:12,-17.8,-63.1667,299.85,74,40,3.6
181,Faanui,PF,2022-12-08 01:35:13,-16.4833,-151.75,300.21,77,100,7.61
182,Qaanaaq,GL,2022-12-08 01:35:13,77.484,-69.3632,263.36,74,100,1.42
183,Abatskoye,RU,2022-12-08 01:35:14,56.2875,70.4555,254.65,95,87,4.25
184,Ponta Do Sol,PT,2022-12-08 01:35:14,32.6667,-17.1,291.49,83,80,7.31
185,Shingu,JP,2022-12-08 01:35:15,33.7333,135.9833,286.98,41,6,0.8
186,Caravelas,BR,2022-12-08 01:32:19,-17.7125,-39.2481,296.39,96,100,1.94
187,Smithers,CA,2022-12-08 01:30:57,54.7804,-127.1743,272.33,80,100,2.57
188,Itanagar,IN,2022-12-08 01:35:16,27.1,93.6167,291.29,47,5,0.86
189,Komsomolskiy,UZ,2022-12-08 01:35:16,40.4272,71.7189,273.55,93,75,1.03
190,Namatanai,PG,2022-12-08 01:35:17,-3.6667,152.4333,302.13,68,100,3.22
191,Omsukchan,RU,2022-12-08 01:35:17,62.5333,155.8,253.36,99,100,1.97
192,Corbasca,RO,2022-12-08 01:35:18,46.2833,27.1667,276.72,85,100,1.01
193,Ostrovnoy,RU,2022-12-08 01:35:18,68.0531,39.5131,266.6,92,67,3.69
194,La Ronge,CA,2022-12-08 01:31:13,55.1001,-105.2842,253.29,77,75,2.57
195,Saskylakh,RU,2022-12-08 01:35:19,71.9167,114.0833,239.19,100,100,2.81
196,Coihaique,CL,2022-12-08 01:35:19,-45.5752,-72.0662,285.49,94,100,3.6
197,Saint-Pierre,RE,2022-12-08 01:35:20,-21.3393,55.4781,296.97,78,75,4.12
198,Soma,TR,2022-12-08 01:35:20,39.1855,27.6094,281.02,82,23,1.12
199,Te Anau,NZ,2022-12-08 01:30:59,-45.4167,167.7167,286.23,96,100,1.4
200,Pontes E Lacerda,BR,2022-12-08 01:35:21,-15.2261,-59.3353,296.68,85,98,1.34
201,Amatan,MX,2022-12-08 01:35:21,17.35,-92.75,293.45,97,10,1.38
202,Jamestown,US,2022-12-08 01:35:22,42.097,-79.2353,279.27,78,100,4.63
203,Provideniya,RU,2022-12-08 01:35:23,64.3833,-173.3,267.21,63,100,5.0
204,Senanga,ZM,2022-12-08 01:35:23,-16.1167,23.2667,291.53,91,58,1.71
205,Voi,KE,2022-12-08 01:35:24,-3.3945,38.563,294.45,94,64,1.97
206,Kokopo,PG,2022-12-08 01:35:24,-4.352,152.2633,301.17,77,100,3.93
207,Inhambane,MZ,2022-12-08 01:35:25,-23.865,35.3833,297.51,85,23,2.3
208,Opuwo,NA,2022-12-08 01:35:25,-18.0607,13.84,289.61,25,0,1.15
209,Minden,DE,2022-12-08 01:35:26,52.2833,8.9167,276.47,89,99,6.69
210,Bubaque,GW,2022-12-08 01:35:26,11.2833,-15.8333,300.13,72,0,5.52
211,Tyshkivka,UA,2022-12-08 01:35:27,48.4967,30.9423,274.56,98,100,1.23
212,Benguela,AO,2022-12-08 01:35:27,-12.5763,13.4055,297.5,86,100,1.35
213,Falmouth,GB,2022-12-08 01:35:28,50.1544,-5.0711,276.65,81,100,2.06
214,Powell,US,2022-12-08 01:32:46,40.1578,-83.0752,281.82,95,100,0.45
215,Hualmay,PE,2022-12-08 01:35:28,-11.0964,-77.6139,291.97,87,96,3.18
216,Sioux Lookout,CA,2022-12-08 01:35:28,50.1001,-91.917,247.19,84,0,2.57
217,Laguna,US,2022-12-08 01:32:23,38.421,-121.4238,286.14,69,0,2.06
218,Dingle,PH,2022-12-08 01:35:29,10.9995,122.6711,300.74,70,88,4.44
219,Sola,VU,2022-12-08 01:35:30,-13.8833,167.55,304.52,70,25,0.0
220,Fallon,US,2022-12-08 01:35:30,39.4735,-118.7774,275.08,59,20,1.54
221,Skibbereen,IE,2022-12-08 01:35:30,51.55,-9.2667,275.99,87,7,2.97
222,Grindavik,IS,2022-12-08 01:36:31,63.8424,-22.4338,271.41,80,75,1.54
223,Adre,TD,2022-12-08 01:36:31,13.4667,22.2,288.92,24,0,6.8
224,Mount Gambier,AU,2022-12-08 01:36:32,-37.8333,140.7667,287.29,47,89,5.08
225,Kiruna,SE,2022-12-08 01:36:32,67.8557,20.2251,263.66,92,100,2.06
226,Tomatlan,MX,2022-12-08 01:36:32,19.9333,-105.25,295.27,94,0,0.73
227,Santacruz,CO,2022-12-08 01:36:33,1.5209,-77.2621,287.71,98,100,0.52
228,Port Hardy,CA,2022-12-08 01:36:33,50.6996,-127.4199,278.25,87,100,13.89
229,Thunder Bay,CA,2022-12-08 01:36:33,48.4001,-89.3168,250.14,70,0,0.0
230,Aquin,HT,2022-12-08 01:36:34,18.2833,-73.4,297.92,70,1,6.44
231,Talaya,RU,2022-12-08 01:36:34,61.3833,152.75,240.39,99,90,0.13
232,Tuatapere,NZ,2022-12-08 01:36:34,-46.1333,167.6833,292.3,61,100,3.36
233,Nabire,ID,2022-12-08 01:36:35,-3.3667,135.4833,300.97,69,100,0.83
234,Mahanoro,MG,2022-12-08 01:36:35,-19.9,48.8,296.45,85,70,1.23
235,Yanji,CN,2022-12-08 01:36:35,42.9075,129.5078,269.57,53,5,5.5
236,Springbok,ZA,2022-12-08 01:36:36,-29.6643,17.8865,287.23,38,0,0.86
237,Souillac,MU,2022-12-08 01:36:36,-20.5167,57.5167,298.36,83,75,5.66
238,Fortuna,US,2022-12-08 01:36:36,40.5982,-124.1573,282.58,85,100,2.06
239,Hetauda,NP,2022-12-08 01:36:37,27.4284,85.0322,285.79,73,0,1.41
240,Brodokalmak,RU,2022-12-08 01:36:37,55.5748,62.082,255.87,88,24,4.81
241,Mayo,US,2022-12-08 01:34:18,38.8876,-76.5119,287.14,94,100,2.57
242,Pisco,PE,2022-12-08 01:34:55,-13.7,-76.2167,292.6,82,0,4.12
243,Suba,PH,2022-12-08 01:36:38,10.8438,121.0102,301.03,70,100,8.27
244,Kaeo,NZ,2022-12-08 01:36:38,-35.1,173.7833,289.42,91,100,8.84
245,Bud,US,2022-12-08 01:36:38,39.447,-86.1758,280.23,93,100,2.34
246,Pimenta Bueno,BR,2022-12-08 01:36:39,-11.6725,-61.1936,296.4,92,96,0.33
247,Luderitz,NA,2022-12-08 01:36:39,-26.6481,15.1594,287.52,76,0,3.23
248,Ilo,PE,2022-12-08 01:36:39,-17.6394,-71.3375,292.88,82,99,1.6
249,Kaitangata,NZ,2022-12-08 01:36:40,-46.2817,169.8464,293.98,50,100,4.63
250,Semkhoz,RU,2022-12-08 01:36:40,56.2833,38.0667,263.27,80,100,6.67
251,Srivardhan,IN,2022-12-08 01:36:40,18.0333,73.0167,295.89,58,100,2.48
252,Sosva,RU,2022-12-08 01:36:41,59.1766,61.8558,262.47,80,100,3.83
253,Iwanai,JP,2022-12-08 01:36:41,42.9744,140.5089,272.71,74,100,5.66
254,Tolaga Bay,NZ,2022-12-08 01:36:42,-38.3667,178.3,290.29,59,100,6.58
255,Marawi,PH,2022-12-08 01:36:42,7.9986,124.2928,298.24,73,100,1.66
256,San Jose,US,2022-12-08 01:36:38,37.3394,-121.895,285.53,75,20,3.6
257,Tilichiki,RU,2022-12-08 01:36:42,60.4667,166.1,261.01,95,100,3.93
258,Kenai,US,2022-12-08 01:35:20,60.5544,-151.2583,268.23,93,75,0.0
259,Egvekinot,RU,2022-12-08 01:36:43,66.3167,-179.1667,246.24,94,44,1.72
260,Magugu,TZ,2022-12-08 01:36:43,-4.0167,35.7667,291.98,83,8,0.89
261,Usolye-Sibirskoye,RU,2022-12-08 01:36:44,52.7519,103.6453,260.9,85,100,0.89
262,Adeje,ES,2022-12-08 01:36:44,28.1227,-16.726,294.02,86,40,6.17
263,Makakilo City,US,2022-12-08 01:36:44,21.3469,-158.0858,300.33,62,0,10.29
264,Kavieng,PG,2022-12-08 01:36:45,-2.5744,150.7967,301.64,70,100,2.4
265,Strezhevoy,RU,2022-12-08 01:36:45,60.7333,77.5889,257.86,89,100,5.61
266,Saint Anthony,US,2022-12-08 01:36:46,45.0205,-93.218,263.66,77,0,1.54
267,Soyo,AO,2022-12-08 01:36:46,-6.1349,12.3689,298.55,86,100,2.93
268,Naro Moru,KE,2022-12-08 01:36:46,-0.1676,37.0213,284.33,94,25,1.14
269,Alekseyevka,RU,2022-12-08 01:34:53,50.6309,38.6903,266.3,84,99,6.66
270,Mahebourg,MU,2022-12-08 01:37:47,-20.4081,57.7,298.31,83,75,5.66
271,Terrak,NO,2022-12-08 01:37:47,65.087,12.3715,272.08,73,100,3.81
272,Sagae,JP,2022-12-08 01:37:48,38.3725,140.2725,275.14,100,75,2.06
273,Tarakan,ID,2022-12-08 01:37:48,3.3,117.6333,299.69,78,100,1.56
274,Buncrana,IE,2022-12-08 01:37:48,55.1333,-7.45,277.36,77,100,4.62
275,Raga,SS,2022-12-08 01:37:49,8.4596,25.678,293.04,28,99,2.33
276,Porto Walter,BR,2022-12-08 01:37:49,-8.2686,-72.7439,295.77,98,100,1.21
277,Bathsheba,BB,2022-12-08 01:35:13,13.2167,-59.5167,298.18,87,20,2.57
278,Kathu,TH,2022-12-08 01:37:50,7.9178,98.3332,302.42,99,99,6.31
279,Quthing,LS,2022-12-08 01:37:50,-30.4,27.7003,287.9,64,72,0.22
280,Nanpiao,CN,2022-12-08 01:37:50,41.0982,120.7479,272.93,28,0,0.87
281,Sao Joao Da Barra,BR,2022-12-08 01:37:51,-21.6403,-41.0511,295.6,94,100,4.16
282,Tinskoy,RU,2022-12-08 01:37:51,56.1525,96.9161,260.07,89,100,5.84
283,Port-Cartier,CA,2022-12-08 01:37:51,50.0334,-66.8654,276.27,100,100,0.89
284,Fairbanks,US,2022-12-08 01:35:00,64.8378,-147.7164,267.37,92,100,2.06
285,Sakaraha,MG,2022-12-08 01:37:52,-22.9,44.5333,295.41,74,0,1.4
286,Emba,KZ,2022-12-08 01:37:52,48.8264,58.1442,255.41,94,19,2.46
287,Yumen,CN,2022-12-08 01:37:52,40.2833,97.2,264.32,78,47,1.32
288,Campoverde,PE,2022-12-08 01:37:53,-8.4753,-74.8058,296.98,97,100,1.01
289,Evensk,RU,2022-12-08 01:37:53,61.95,159.2333,260.96,95,100,4.14
290,Waitati,NZ,2022-12-08 01:37:53,-45.75,170.5667,287.48,72,100,5.28
291,Kutum,SD,2022-12-08 01:37:54,14.2,24.6667,285.05,29,0,3.0
292,Dunedin,NZ,2022-12-08 01:37:54,-45.8742,170.5036,287.48,72,100,2.24
293,Mandurah,AU,2022-12-08 01:37:54,-32.55,115.7,296.41,68,0,4.74
294,Jamiltepec,MX,2022-12-08 01:37:55,16.2833,-97.8167,293.56,86,3,1.16
295,Dhidhdhoo,MV,2022-12-08 01:37:55,6.8833,73.1,300.4,73,100,2.35
